ID,Entity,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,MainSentiment,Emotion,Cleaned_Text,Sentiment_Score,Sentiment_Predicted
116,Overwatch, Empowered to make a difference in my community.        ,empowerment,14-09-2014 8:30, CommunityLeader ,Twitter, #Empowerment #Community                        ,15,30, UK       ,2014,9,14,8,Other,Empowerment,empowered make difference community,0.0,Neutral
117,Xbox(Xseries), Compassion in action: supporting a local charity event. ,compassion,18-07-2015 14:20, CharitySupporter,Instagram, #Compassion #CharityEvent                   ,18,35, Canada ,2015,7,18,14,Positive,Compassion,compassion action supporting local charity event,0.8271,Positive
118,NBA2K," A moment of tenderness, connecting with loved ones.    ",tenderness,23-02-2016 19:45, LovingHeart     ,Facebook, #Tenderness #FamilyTime                       ,25,50, UK          ,2016,2,23,19,Other,Tenderness,moment tenderness connecting loved one,0.7717,Positive
119,Dota10, Arousal of excitement as I await a special announcement.,arousal,30-10-2017 11:30, ExcitementFan   ,Twitter, #Arousal #Excitement                           ,20,40, Australia ,2017,10,30,11,Other,Arousal,arousal excitement await special announcement,0.743,Positive
120,PlayStation5(PS5), Enthusiastically diving into a new project.            ,enthusiasm,15-06-2018 16:00, ProjectEnthusiast,Instagram, #Enthusiasm #NewProject                       ,15,30, USA  ,2018,6,15,16,Other,Enthusiasm,enthusiastically diving new project,0.5994,Positive
121,WorldOfCraft, Feeling a sense of fulfillment after reaching a milestone.,fulfillment,28-03-2019 18:20, MilestoneAchiever,Facebook, #Fulfillment #Milestone                       ,22,45, India     ,2019,3,28,18,Positive,Fulfillment,feeling sense fulfillment reaching milestone,0.3182,Positive
122,Google, Reverence for the beauty of a historic landmark.       ,reverence,11-11-2019 15:00, HistoryLover    ,Twitter, #Reverence #History                           ,18,35, UK      ,2019,11,11,15,Other,Reverence,reverence beauty historic landmark,0.6249,Positive
123,Facebook, Elation after a surprise reunion with old friends.    ,elation,02-04-2020 9:30, JoyfulReunion2  ,Instagram, #Elation #OldFriends                          ,25,50, Canada      ,2020,4,2,9,Positive,Elation,elation surprise reunion old friend,0.7783,Positive
124,Microsoft, The euphoria of a live music concert under the stars.  ,euphoria,19-06-2021 14:45, MusicEnthusiast ,Facebook, #Euphoria #LiveMusic                          ,15,30, USA ,2021,6,19,14,Other,Euphoria,euphoria live music concert star,0.6486,Positive
125,ApexLegends, Contentment in the simplicity of a quiet Sunday.       ,contentment,15-08-2010 10:00, SimpleJoys      ,Twitter, #Contentment #SundayMood                      ,30,60, Australia ,2010,8,15,10,Positive,Contentment,contentment simplicity quiet sunday,0.3612,Positive
126,FIFA, Serenity found in the pages of a favorite book.        ,serenity,22-09-2011 19:30, BookLover3      ,Instagram, #Serenity #BookTime                           ,22,45, UK          ,2011,9,22,19,Positive,Serenity,serenity found page favorite book,0.4588,Positive
127,Borderlands, Gratitude for the support received during tough times. ,gratitude,10-03-2012 8:30, SupportiveFriend,Facebook, #Gratitude #Supportive                        ,15,30, India     ,2012,3,10,8,Positive,Gratitude,gratitude support received tough time,0.6705,Positive
128,CallOfDutyBlackopsColdWar, Hopeful about the possibilities of a new journey.      ,hope,05-12-2013 16:00, JourneyOptimist ,Twitter, #Hope #NewBeginnings                          ,18,35, Canada    ,2013,12,5,16,Positive,Hope,hopeful possibility new journey,0.5106,Positive
129,Amazon, Empowerment through learning and personal growth.      ,empowerment,20-07-2014 11:30, GrowthSeeker    ,Instagram, #Empowerment #PersonalGrowth                  ,25,50,USA,2014,7,20,11,Other,Empowerment,empowerment learning personal growth,0.3818,Positive
130,Overwatch, Compassion towards those in need during the holidays.  ,compassion,22-12-2015 14:20, HolidayHelper   ,Facebook, #Compassion #HolidaySupport                   ,18,35, USA      ,2015,12,22,14,Positive,Compassion,compassion towards need holiday,0.6908,Positive
131,Xbox(Xseries), Tenderness in the warmth of a cozy winter evening.     ,tenderness,10-02-2016 19:45, WinterWarmth    ,Twitter, #Tenderness #CozyEvening                     ,25,50, UK       ,2016,2,10,19,Other,Tenderness,tenderness warmth cozy winter evening,0.7003,Positive
132,NBA2K, Arousal of excitement for an upcoming adventure.       ,arousal,30-04-2017 11:30, AdventureAwaits ,Instagram, #Arousal #AdventureTime                       ,20,40, Australia ,2017,4,30,11,Other,Arousal,arousal excitement upcoming adventure,0.6705,Positive
133,Dota11, Enthusiasm for a creative project in the making.       ,enthusiasm,15-09-2018 16:00, CreativeSpirit  ,Facebook, #Enthusiasm #Creativity                       ,15,30, Canada    ,2018,9,15,16,Other,Enthusiasm,enthusiasm creative project making,0.7003,Positive
134,PlayStation5(PS5), Fulfillment in completing a challenging workout routine.,fulfillment,28-06-2019 18:20, FitnessAchiever ,Twitter, #Fulfillment #FitnessGoals                   ,22,45, India     ,2019,6,28,18,Positive,Fulfillment,fulfillment completing challenging workout routine,0.1531,Positive
135,WorldOfCraft, Reverence for the artistry displayed in a museum.      ,reverence,11-11-2020 15:00, ArtAppreciator  ,Instagram, #Reverence #ArtAppreciation                  ,18,35, UK        ,2020,11,11,15,Other,Reverence,reverence artistry displayed museum,0.0,Neutral
136,Google, Elation after achieving a personal goal.               ,elation,02-03-2021 9:30, GoalAchiever2   ,Facebook, #Elation #PersonalAchievement                ,25,50, USA      ,2021,3,2,9,Positive,Elation,elation achieving personal goal,0.3612,Positive
137,Facebook, Elation over discovering a hidden gem in the city.   ,elation,18-02-2012 14:30, UrbanExplorer2  ,Twitter, #Elation #HiddenGem                            ,20,40, USA      ,2012,2,18,14,Positive,Elation,elation discovering hidden gem city,0.3612,Positive
138,Microsoft, The euphoria of a surprise birthday celebration.     ,euphoria,05-11-2018 21:45, BirthdayJoy     ,Instagram, #Euphoria #BirthdaySurprise                   ,15,30, UK   ,2018,11,5,21,Other,Euphoria,euphoria surprise birthday celebration,0.7506,Positive
139,ApexLegends, Contentment in the simplicity of a home-cooked meal. ,contentment,12-09-2015 13:20, HomeChef        ,Facebook, #Contentment #HomeCooking                     ,25,50, India    ,2015,9,12,13,Positive,Contentment,contentment simplicity homecooked meal,0.3612,Positive
140,FIFA, Serenity found in the melody of a peaceful piano.    ,serenity,30-07-2016 18:10, MusicLover4     ,Twitter, #Serenity #PeacefulMelody                    ,18,35, Canada      ,2016,7,30,18,Positive,Serenity,serenity found melody peaceful piano,0.4939,Positive
141,Borderlands, Gratitude for the supportive community around me.    ,gratitude,20-04-2013 10:30, CommunityLove   ,Instagram, #Gratitude #CommunitySupport                   ,30,60, USA ,2013,4,20,10,Positive,Gratitude,gratitude supportive community around,0.6705,Positive
142,CallOfDutyBlackopsColdWar, Hopeful about the prospects of a new business venture.,hope,08-12-2017 19:15, EntrepreneurHope,Facebook, #Hope #BusinessVenture                        ,22,45, Canada    ,2017,12,8,19,Positive,Hope,hopeful prospect new business venture,0.6705,Positive
143,Amazon, Empowerment through mentoring and guiding others.    ,empowerment,03-06-2014 8:20, MentorEmpower   ,Twitter, #Empowerment #Mentorship                      ,15,30, UK       ,2014,6,3,8,Other,Empowerment,empowerment mentoring guiding others,0.0,Neutral
144,Overwatch, Compassion shown through acts of kindness in the community.,compassion,15-01-2019 14:50, KindnessInAction,Instagram, #Compassion #CommunityKindness               ,18,35, Australia ,2019,1,15,14,Positive,Compassion,compassion shown act kindness community,0.7184,Positive
145,Xbox(Xseries), Tenderness in a heartfelt message to a loved one.    ,tenderness,25-12-2016 19:30, LoveExpress     ,Facebook, #Tenderness #LoveNote                         ,25,50, UK          ,2016,12,25,19,Other,Tenderness,tenderness heartfelt message loved one,0.8807,Positive
146,NBA2K, Arousal of excitement before a much-awaited trip.    ,arousal,10-03-2018 9:45, TravelExcitement,Twitter, #Arousal #TravelAdventure                     ,20,40, India    ,2018,3,10,9,Other,Arousal,arousal excitement muchawaited trip,0.4939,Positive
147,Dota12, Enthusiasm for a new artistic project in the works.  ,enthusiasm,17-09-2020 16:30, ArtisticSpirit  ,Instagram, #Enthusiasm #ArtisticProject                 ,15,30, USA       ,2020,9,17,16,Other,Enthusiasm,enthusiasm new artistic project work,0.4404,Positive
148,PlayStation5(PS5), Feeling a sense of fulfillment after helping others. ,fulfillment,28-08-2011 18:45, HelperHeart     ,Facebook, #Fulfillment #HelpingOthers                  ,22,45, Canada    ,2011,8,28,18,Positive,Fulfillment,feeling sense fulfillment helping others,0.4019,Positive
149,WorldOfCraft, Reverence for the historical significance of a landmark.,reverence,01-11-2017 15:30, HistoryBuff     ,Twitter, #Reverence #HistoricalSite                   ,18,35, Australia ,2017,11,1,15,Other,Reverence,reverence historical significance landmark,0.34,Positive
150,Google, Elation after achieving a fitness milestone.         ,elation,15-06-2019 10:00, FitnessAchiever2,Instagram, #Elation #FitnessMilestone                   ,25,50, UK           ,2019,6,15,10,Positive,Elation,elation achieving fitness milestone,0.5574,Positive
151,Facebook, The euphoria of a successful product launch.         ,euphoria,03-04-2022 11:45, ProductLaunchJoy,Facebook, #Euphoria #ProductLaunchSuccess              ,15,30, USA       ,2022,4,3,11,Other,Euphoria,euphoria successful product launch,0.8442,Positive
152,Microsoft, Contentment in the embrace of a loved one.           ,contentment,12-11-2010 20:20, LovingEmbrace   ,Twitter, #Contentment #Love                             ,30,60, India    ,2010,11,12,20,Positive,Contentment,contentment embrace loved one,0.8271,Positive
153,ApexLegends, Serenity found in the beauty of a sunset by the sea.  ,serenity,22-07-2011 18:30, SunsetWatcher2  ,Instagram, #Serenity #SunsetViews                       ,22,45, Canada     ,2011,7,22,18,Positive,Serenity,serenity found beauty sunset sea,0.5859,Positive
154,FIFA, Gratitude for the small joys that each day brings.   ,gratitude,30-03-2012 11:20, JoyfulHeart2    ,Facebook, #Gratitude #SmallJoys                        ,15,30, Australia   ,2012,3,30,11,Positive,Gratitude,gratitude small joy day brings,0.7964,Positive
155,Borderlands, Hopeful about the potential for personal growth.      ,hope,05-10-2013 16:40, GrowthOptimist  ,Twitter, #Hope #PersonalDevelopment                    ,18,35, UK       ,2013,10,5,16,Positive,Hope,hopeful potential personal growth,0.7096,Positive
156,CallOfDutyBlackopsColdWar, Empowerment through learning a new skill.            ,empowerment,10-07-2014 13:15, SkillEmpower    ,Instagram, #Empowerment #SkillBuilding                   ,25,50, India   ,2014,7,10,13,Other,Empowerment,empowerment learning new skill,0.0,Neutral
157,Amazon, Compassion in volunteering for a local charity.       ,compassion,18-12-2015 14:20, CharityVolunteer,Facebook, #Compassion #VolunteerWork                   ,18,35, USA      ,2015,12,18,14,Positive,Compassion,compassion volunteering local charity,0.7003,Positive
158,Overwatch, Tenderness in a quiet moment shared with a pet.      ,tenderness,10-02-2016 19:45, PetLove         ,Twitter, #Tenderness #PetLove                          ,25,50, Canada   ,2016,2,10,19,Other,Tenderness,tenderness quiet moment shared pet,0.6369,Positive
159,Xbox(Xseries), Arousal of excitement for an upcoming festival.       ,arousal,25-09-2017 11:30, FestivalFan     ,Instagram, #Arousal #FestivalExcitement               ,20,40, UK ,2017,9,25,11,Other,Arousal,arousal excitement upcoming festival,0.7506,Positive
160,NBA2K, Enthusiasm for a DIY home improvement project.       ,enthusiasm,15-04-2018 16:00, DIYEnthusiast   ,Facebook, #Enthusiasm #HomeImprovement                 ,15,30, Australia   ,2018,4,15,16,Other,Enthusiasm,enthusiasm diy home improvement project,0.7096,Positive
161,Dota13, Fulfillment in completing a challenging puzzle.      ,fulfillment,28-11-2019 18:20, PuzzleMaster    ,Twitter, #Fulfillment #PuzzleChallenge                ,22,45, India    ,2019,11,28,18,Positive,Fulfillment,fulfillment completing challenging puzzle,0.1531,Positive
162,PlayStation5(PS5), Reverence for the wonders of nature on a hiking trail.,reverence,11-05-2020 15:00, NatureAdmirer   ,Instagram, #Reverence #NatureExploration                ,18,35, USA        ,2020,5,11,15,Other,Reverence,reverence wonder nature hiking trail,0.0,Neutral
163,WorldOfCraft, Elation after a surprise reunion with a childhood friend.,elation,05-02-2021 9:30, ChildhoodJoy    ,Facebook, #Elation #FriendshipReunion                  ,25,50, Canada      ,2021,2,5,9,Positive,Elation,elation surprise reunion childhood friend,0.7783,Positive
164,Google, Suffering from despair after another setback.      ,despair,10-03-2021 8:30, StrugglingSoul    ,Twitter, #Despair #Struggle                              ,5,10, USA          ,2021,3,10,8,Negative,Despair,suffering despair another setback,-0.6597,Negative
165,Facebook," Overwhelmed by grief, missing a loved one dearly.  ",grief,05-07-2022 15:45, MourningHeart     ,Instagram, #Grief #Loss                                   ,8,15, Canada          ,2022,7,5,15,Negative,Grief,overwhelmed grief missing loved one dearly,0.3612,Positive
166,Microsoft, Loneliness creeps in as the night grows colder.    ,loneliness,18-11-2019 21:20, SolitarySoul      ,Facebook, #Loneliness #Isolation                         ,10,20, UK           ,2019,11,18,21,Negative,Loneliness,loneliness creep night grows colder,-0.4215,Negative
167,ApexLegends, Jealousy consumes me as I witness others' success. ,jealousy,12-08-2020 11:30, EnviousObserver   ,Twitter, #Jealousy #Envy                               ,12,25, India        ,2020,8,12,11,Negative,Jealousy,jealousy consumes witness others success,0.34,Positive
168,FIFA, Resentment building up over past betrayals.        ,resentment,22-05-2018 14:45, BitterHeart       ,Instagram, #Resentment #Bitterness                       ,7,15, Australia     ,2018,5,22,14,Negative,Resentment,resentment building past betrayal,-0.7717,Negative
